11025;CALCUL SCIENTIFIQUE;calcul scientifique;DOM;110 MATHEMATIQUES;;11054 MATHEMATIQUES;;23567 CALCUL STRUCTURE;;Utilisé pour les formations au calcul complexe réalisé au moyen de l'informatique (comme par exemple le calcul de déformation de structure automobile).;;114 Mathématiques;;11025 CALCUL SCIENTIFIQUE
11029;SONDAGE;sondage;DOM;110 MATHEMATIQUES;enquête;11036 STATISTIQUE;;34060 ETUDE MARCHE;Recueil d'informations sur un échantillon représentatif d'un ensemble plus important, visant à estimer certaines caractéristiques de cet ensemble.;Utilisé également pour les formations à la méthodologie d'enquête.;;114 Mathématiques;12113 Agent d'enquêtes;11029 SONDAGE$14292 ENQUETE
11031;MODELE MATHEMATIQUE;modèle mathématique;DOM;110 MATHEMATIQUES;modélisation mathématique;11054 MATHEMATIQUES;11020 MODELE SIMULATION;;Modèle dans lequel les relations entre les paramètres caractéristiques sont exprimées sous forme mathématique.;;;114 Mathématiques;;11031 MODELE MATHEMATIQUE
11033;MATHEMATIQUES DECISION;mathématiques décision;DOM;110 MATHEMATIQUES;;11054 MATHEMATIQUES;11022 RECHERCHE OPERATIONNELLE;32023 PRISE DECISION;Théorie mathématique visant à élaborer des décisions en tenant compte de critères multiples.;;;114 Mathématiques;;11033 MATHEMATIQUE DECISION
11036;STATISTIQUE;statistique;DOM;110 MATHEMATIQUES;statistique initiation;11054 MATHEMATIQUES;11017 STATISTIQUE APPLIQUEE$11018 REPRESENTATION GRAPHIQUE STATISTIQUE$11029 SONDAGE$11037 SERIE TEMPORELLE$11038 PROBABILITE$11045 STATISTIQUE DESCRIPTIVE;13138 ANALYSE ECONOMIQUE$14258 DEMOGRAPHIE$31327 CONTROLE STATISTIQUE;Méthodes de collecte, traitement et interprétation de données d'observation relatives à un groupe d'individus ou d'unités.;Pour l'application de la statistique au contrôle de la qualité, employer CONTROLE STATISTIQUE 31327.;;114 Mathématiques;32152 Chargé d'études et de recherche en sciences de l'Homme;11036 STATISTIQUE$11047 STATISTIQUE INITIATION
11037;SERIE TEMPORELLE;série temporelle;DOM;110 MATHEMATIQUES;série chronologique;11036 STATISTIQUE;;;On obtient une série temporelle en mesurant une grandeur à intervalle régulier dans le temps. Pour faire des prévisions, on projette dans le temps cette série de mesures, ou données du passé, et l'on met en évidence les facteurs persistants ou saisonniers qui conditionnement l'évolution de la grandeur observée.;;;114 Mathématiques;;
11038;PROBABILITE;probabilité;DOM;110 MATHEMATIQUES;;11036 STATISTIQUE;11057 STATISTIQUE INFERENTIELLE;;Etude du rapport du nombre des cas favorables à la réalisation d'un évènement aléatoire au nombre total des cas possibles.;;;114 Mathématiques;;11038 PROBABILITE
11040;MATHEMATIQUES FINANCIERES;mathématiques financières;DOM;110 MATHEMATIQUES;mathématiques commerciales;11052 MATHEMATIQUES APPLIQUEES;;32626 ANALYSE FINANCIERE;Collection d'outils mathématiques fondés surtout sur la notion d'actualisation et servant à mesurer et à évaluer des flux de trésorerie échelonnés dans le temps.;Utilisé pour les formations au calcul appliqué aux opérations financières et comptables (calcul de taux d'intérêt, etc.).;;114 Mathématiques;;11040 MATHEMATIQUE FINANCIERE
11045;STATISTIQUE DESCRIPTIVE;statistique descriptive;DOM;110 MATHEMATIQUES;indice statistique;11036 STATISTIQUE;11016 ANALYSE DONNEES;;Ensemble des méthodes conduisant à une description condensée d'un ensemble d'observations, indépendamment d'une référence explicite à un modèle statistique.;;;114 Mathématiques;32151 Chargé d'analyses et de développement;
11050;MATHEMATIQUES INFORMATIQUES;mathématiques informatiques;DOM;110 MATHEMATIQUES;;11052 MATHEMATIQUES APPLIQUEES;;;;Utilisé pour les formations portant sur les mathématiques utilisées en informatique et en électronique.;;114 Mathématiques;;11050 MATHEMATIQUE INFORMATIQUE
11052;MATHEMATIQUES APPLIQUEES;mathématiques appliquées;DOM;110 MATHEMATIQUES;biomathématiques$ingénierie mathématique$mathématiques ingénieur;11054 MATHEMATIQUES;11040 MATHEMATIQUES FINANCIERES$11050 MATHEMATIQUES INFORMATIQUES;;;Utilisé pour les mathématiques appliquées à l'art de l'ingénieur ou à un domaine particulier ne faisant pas l'objet d'un descripteur.;;110 Spécialités pluriscientifiques;;11052 MATHEMATIQUE APPLIQUEE
11054;MATHEMATIQUES;mathématiques;DOM;110 MATHEMATIQUES;;;11014 ALGORITHME$11025 CALCUL SCIENTIFIQUE$11031 MODELE MATHEMATIQUE$11033 MATHEMATIQUES DECISION$11036 STATISTIQUE$11052 MATHEMATIQUES APPLIQUEES$11058 LOGIQUE MATHEMATIQUE$11067 GEOMETRIE$11071 ANALYSE MATHEMATIQUE$11076 ALGEBRE$11083 MATHEMATIQUES MISE A NIVEAU;23554 MECANIQUE THEORIQUE;Science qui étudie les propriétés de certains objets abstraits (nombres, figures géométriques, etc.) et les relations qui peuvent exister entre ces objets.;;;114 Mathématiques;53121 Cadre technique d'études scientifiques et de recherche fondamentale;11054 MATHEMATIQUE
11057;STATISTIQUE INFERENTIELLE;statistique inférentielle;DOM;110 MATHEMATIQUES;statistique décisionnelle$statistique déductive;11038 PROBABILITE;11007 PLAN EXPERIENCE;;Complémentaire de la statistique descriptive, la statistique inférentielle permet de formuler des hypothèses sur les paramètres d'une population, hypothèses qui sont ensuite testées sur la base d'observations faites sur un échantillon représentatif de cette population.;;;114 Mathématiques;32151 Chargé d'analyses et de développement;
11058;LOGIQUE MATHEMATIQUE;logique mathématique;DOM;110 MATHEMATIQUES;;11054 MATHEMATIQUES;;;Science de la démonstration qui consiste en l'étude des rapports formels existant entre les propositions, indépendamment de toute interprétation.;;;114 Mathématiques;;11058 LOGIQUE MATHEMATIQUE
11067;GEOMETRIE;géométrie;DOM;110 MATHEMATIQUES;géométrie descriptive$géométrie fractale$goniométrie;11054 MATHEMATIQUES;11069 TRIGONOMETRIE;12225 TOPOGRAPHIE$31684 CAO$31685 DAO;Branche des mathématiques liée, à l'origine, à l'étude des formes et des figures de l'espace, de leurs relations entre elles et de leurs propriétés.;Pour les formations de géomètre, utiliser TOPOGRAPHIE 12225.;;114 Mathématiques;61222 Géomètre;11067 GEOMETRIE
11069;TRIGONOMETRIE;trigonométrie;DOM;110 MATHEMATIQUES;;11067 GEOMETRIE;;;Branche des mathématiques permettant de calculer les mesures des côtés d'un triangle ou de ses angles à partir de certaines d'entre elles.;;;114 Mathématiques;;11069 TRIGONOMETRIE
11071;ANALYSE MATHEMATIQUE;analyse mathématique;DOM;110 MATHEMATIQUES;analyse fonctionnelle mathématique$topologie;11054 MATHEMATIQUES;11080 CALCUL DIFFERENTIEL$11082 ANALYSE NUMERIQUE$11091 CALCUL INTEGRAL;;Branche des mathématiques comprenant plusieurs théories dont le calcul infinitésimal (calcul différentiel et intégral), la théorie des fonctions, le calcul des variations.;;;114 Mathématiques;;11071 ANALYSE MATHEMATIQUE
11076;ALGEBRE;algèbre;DOM;110 MATHEMATIQUES;théorie ensembles;11054 MATHEMATIQUES;11085 ALGEBRE LINEAIRE$11097 ALGEBRE BOOLE;;Branche des mathématiques qui a connu deux tendances successives : algèbre classique (équation algébrique) puis algèbre moderne (théorie des ensembles).;;;114 Mathématiques;;11076 ALGEBRE$11088 THEORIE ENSEMBLES
11080;CALCUL DIFFERENTIEL;calcul différentiel;DOM;110 MATHEMATIQUES;;11071 ANALYSE MATHEMATIQUE;;;Partie du calcul infinitésimal où l'on détermine les infiniment petits à partir des grandeurs fonctionnelles données.;;;114 Mathématiques;;11080 CALCUL DIFFERENTIEL
11082;ANALYSE NUMERIQUE;analyse numérique;DOM;110 MATHEMATIQUES;calcul numérique;11071 ANALYSE MATHEMATIQUE;;;Branche des mathématiques s'intéressant à l'obtention de solutions numériques, exactes ou approchées, de problèmes mathématiques.;;;114 Mathématiques;;11082 ANALYSE NUMERIQUE
11083;MATHEMATIQUES MISE A NIVEAU;mathématiques mise à niveau;DOM;110 MATHEMATIQUES;;11054 MATHEMATIQUES;;15030 CALCUL MISE A NIVEAU;;Utilisé pour les formations d'actualisation des connaissances consacrées uniquement aux mathématiques, à l'exception des formations consacrées aux 4 opérations de base. Pour celles-ci, employer CALCUL MISE A NIVEAU 15030.;;114 Mathématiques;;11083 MATHEMATIQUE MISE A NIVEAU
11085;ALGEBRE LINEAIRE;algèbre linéaire;DOM;110 MATHEMATIQUES;calcul vectoriel;11076 ALGEBRE;11094 CALCUL TENSORIEL$11095 CALCUL MATRICIEL;;Partie de l'algèbre liée à l'étude des espaces vectoriels et de leurs morphismes. L'algèbre linéaire permet d'étudier les systèmes d'équations linéaires.;;;114 Mathématiques;;11085 ALGEBRE LINEAIRE
11091;CALCUL INTEGRAL;calcul intégral;DOM;110 MATHEMATIQUES;;11071 ANALYSE MATHEMATIQUE;;;Branche du calcul infinitésimal où l'on détermine les grandeurs fonctionnelles à partir d'infiniment petits donnés.;;;114 Mathématiques;;11091 CALCUL INTEGRAL
11094;CALCUL TENSORIEL;calcul tensoriel;DOM;110 MATHEMATIQUES;algèbre tensorielle;11085 ALGEBRE LINEAIRE;;31383 ANALYSE CONTRAINTES;Calcul sur l'ensemble des contraintes s'exerçant sur les différents éléments de surface passant par un point donné d'un solide. Utilisé surtout en analyse mécanique.;;;114 Mathématiques;;11094 CALCUL TENSORIEL
11095;CALCUL MATRICIEL;calcul matriciel;DOM;110 MATHEMATIQUES;algèbre matricielle$analyse numérique matricielle;11085 ALGEBRE LINEAIRE;;23567 CALCUL STRUCTURE;Branche de l'analyse numérique, aussi appelée analyse numérique matricielle, concernée par la résolution numérique des systèmes linéaires, le calcul des valeurs propres et des vecteurs propres des matrices.;;;114 Mathématiques;;11095 CALCUL MATRICIEL
11097;ALGEBRE BOOLE;algèbre boole;DOM;110 MATHEMATIQUES;fonction booléenne$opérateur booléen;11076 ALGEBRE;;;Algèbre décrivant des fonctions de variables susceptibles de prendre deux valeurs distinctes et seulement deux.;;;114 Mathématiques;;11097 ALGEBRE BOOLE
11401;CHROMATOGRAPHIE LIQUIDE;chromatographie liquide;DOM;114 PHYSIQUE;chromatographie phase liquide$CLHP$FPLC$HPLC;11411 CHROMATOGRAPHIE;;;;;;115 Physique;;11401 CHROMATOGRAPHIE LIQUIDE
11403;PHOTOMETRIE;photométrie;DOM;114 PHYSIQUE;;11414 MESURE OPTIQUE;;;Domaine de l'optique consacré à la mesure des grandeurs relatives à la lumière et à la prise en compte de la perception visuelle.;;;115 Physique;;11403 PHOTOMETRIE
11404;MICROSCOPIE ELECTRONIQUE;microscopie électronique;DOM;114 PHYSIQUE;;11414 MESURE OPTIQUE;;;Microscope utilisant des électrons au lieu des photons pour l'étude de la matière. Il permet d'obtenir des grossissements de l'ordre d'un million.;Utilisé pour les formations à l'utilisation des microscopes électroniques.;;115 Physique;;11404 MICROSCOPIE ELECTRONIQUE
11405;SPECTROMETRIE;spectrométrie;DOM;114 PHYSIQUE;absorptiométrie$analyse fluorescence$analyse spectrale$analyse spectrochimique$analyse spectrométrique$diffraction électronique$diffraction rayons$fluorescence X$RAMAN$spectrochimie$spectrofluorimétrie$spectrographie$spectrométrie alpha$spectrométrie gamma$spectrométrie infrarouge$spectrométrie masse$spectrométrie ultraviolet$spectrophotométrie$spectroscopie;11414 MESURE OPTIQUE;;;Ensemble des méthodes d'analyse spectrale permettant d'accéder à la composition et à la structure de la matière. La spectrométrie est fondée sur l'étude qualitative et quantitative des spectres (d'émission, d'absorption) mettant en jeu des rayonnements comme la lumière, les rayons X ou les électrons ainsi que sur l'étude de la distribution de la masse ou de l'énergie.;;;115 Physique;;11405 SPECTROMETRIE
11410;CHROMATOGRAPHIE GAZEUSE;chromatographie gazeuse;DOM;114 PHYSIQUE;chromatographie phase gazeuse$chromatographie phase vapeur$CPG$GPC;11411 CHROMATOGRAPHIE;;;;;;115 Physique;;11410 CHROMATOGRAPHIE GAZEUSE
11411;CHROMATOGRAPHIE;chromatographie;DOM;114 PHYSIQUE;microchromatographie$SFC;11434 METHODE PHYSIQUE ANALYSE CHIMIQUE;11401 CHROMATOGRAPHIE LIQUIDE$11410 CHROMATOGRAPHIE GAZEUSE;;Méthode analytique de séparation des constituants d'un mélange grâce à leur migration différentielle, en vue de leur identification et de leur dosage.;;;111 Physique-chimie;;11411 CHROMATOGRAPHIE
11413;COLORIMETRIE;colorimétrie;DOM;114 PHYSIQUE;contrôle couleur$mesure couleur;11414 MESURE OPTIQUE;;22879 COLORANT$46011 SELECTION COULEUR;Mesure de la couleur : calcul des quantités de colorant nécessaires pour colorer un tissu, une peinture, etc.;;;115 Physique;;11413 COLORIMETRIE
11414;MESURE OPTIQUE;mesure optique;DOM;114 PHYSIQUE;interféromètre$méthode optique analyse;11434 METHODE PHYSIQUE ANALYSE CHIMIQUE;11403 PHOTOMETRIE$11404 MICROSCOPIE ELECTRONIQUE$11405 SPECTROMETRIE$11413 COLORIMETRIE;31325 INTERFEROMETRIE HOLOGRAPHIQUE;Méthode optique d'analyse utilisant les interactions entre le rayonnement et la matière.;Utilisé pour les formations générales sur les mesures optiques. Si possible, employer un terme plus précis.;;115 Physique;;11414 MESURE OPTIQUE
11417;RESONANCE MAGNETIQUE;résonance magnétique;DOM;114 PHYSIQUE;imagerie par résonance magnétique$IRM$résonance magnétique nucléaire$RMN;11434 METHODE PHYSIQUE ANALYSE CHIMIQUE;;;Méthode de reconstitution des images, utilisant la propriété de certains noyaux atomiques s'orientant dans un champ magnétique.;;;115 Physique;;11417 RESONANCE MAGNETIQUE
11421;THERMOMETRIE;thermométrie;DOM;114 PHYSIQUE;analyse thermique$ATD$calorimétrie$mesure thermique$microcalorimétrie$pyrométrie$thermogravimétrie;11434 METHODE PHYSIQUE ANALYSE CHIMIQUE;;24160 BILAN ENERGETIQUE;Mesure des températures. Inclut la pyrométrie qui mesure les températures élevées.;Utilisé aussi bien pour les formations présentant la mesure des températures, que pour celles étudiant les diverses méthodes et théories d'analyse thermique.;;115 Physique;;11421 THERMOMETRIE
11428;PHYSIQUE NUCLEAIRE;physique nucléaire;DOM;114 PHYSIQUE;électronique nucléaire$neutronique$physique atomique$scintillation$structure atomique;11436 PHYSIQUE MATIERE;;11588 RADIOCHIMIE$24134 ENERGIE NUCLEAIRE;Physique relative au noyau de l'atome et à l'énergie qui en est issue.;;;115 Physique;;11428 PHYSIQUE NUCLEAIRE
11434;METHODE PHYSIQUE ANALYSE CHIMIQUE;méthode physique analyse chimique;DOM;114 PHYSIQUE;absorption atomique$analyse physicochimique$densimétrie$mesure physicochimique$mesure physique;11454 PHYSIQUE;11411 CHROMATOGRAPHIE$11414 MESURE OPTIQUE$11417 RESONANCE MAGNETIQUE$11421 THERMOMETRIE$11441 METHODE ELECTROCHIMIQUE;11506 ECHANTILLONNAGE CHIMIE$11523 ANALYSE CHIMIQUE$24024 MESURE ELECTRIQUE$31371 METROLOGIE;Ensemble des méthodes de mesure et de caractérisation utilisées en chimie et physico-chimie analytique (méthodes optiques, méthodes mettant en jeu une séparation, méthodes de nature électrochimique).;Employé pour les formations à un ensemble de méthodes ou à une méthode particulière pour laquelle il n'existe pas de terme spécifique.;;111 Physique-chimie;52141 Technicien de laboratoire de recherche des industries de process;11434 ANALYSE PHYSICO-CHIMIQUE
11436;PHYSIQUE MATIERE;physique matière;DOM;114 PHYSIQUE;structure matière;11454 PHYSIQUE;11428 PHYSIQUE NUCLEAIRE$11438 PHYSIQUE PLASMA$11448 PHYSIQUE SOLIDES;;;Utilisé pour les formations à l'étude de la structure de la matière en général.;;115 Physique;;11436 PHYSIQUE MATIERE
11438;PHYSIQUE PLASMA;physique plasma;DOM;114 PHYSIQUE;;11436 PHYSIQUE MATIERE;;23013 SOUDAGE PLASMA$23069 COUPAGE PLASMA;;Utilisé pour les formations générales au plasma. Pour les applications industrielles en transformation des matériaux, employer SOUDAGE PLASMA 23013 ou COUPAGE PLASMA 23069.;;115 Physique;;11438 PHYSIQUE PLASMA
11441;METHODE ELECTROCHIMIQUE;méthode électrochimique;DOM;114 PHYSIQUE;ampèrométrie$conductimétrie$coulométrie$électroargentimétrie$électrogravimétrie$électrophorèse$oxydoréduction$polarographie$potentiométrie$titrage potentiométrique;11434 METHODE PHYSIQUE ANALYSE CHIMIQUE;;11578 ELECTROCHIMIE;;Utilisé pour les formations à tout ou partie des méthodes électrochimiques d'analyse.;;111 Physique-chimie;;11441 METHODE ELECTROCHIMIQUE
11448;PHYSIQUE SOLIDES;physique solides;DOM;114 PHYSIQUE;mécanique solides;11436 PHYSIQUE MATIERE;11449 CRISTALLOGRAPHIE;;Partie de la physique dont le but est l'étude des propriétés de l'état solide à partir de la nature des atomes qui le composent et de leur arrangement dans l'espace.;;;115 Physique;;11448 PHYSIQUE SOLIDES
11449;CRISTALLOGRAPHIE;cristallographie;DOM;114 PHYSIQUE;radiocristallographie;11448 PHYSIQUE SOLIDES;;11594 CHIMIE MINERALE$12269 MINERALOGIE;Science de la matière cristallisée, des lois qui président à sa formation, de sa structure, de ses propriétés géométriques, physiques et chimiques.;;;115 Physique;;11449 CRISTALLOGRAPHIE
11450;CRYOGENIE;cryogénie;DOM;114 PHYSIQUE;cryologie;11452 THERMODYNAMIQUE;;22624 INSTALLATION FRIGORIFIQUE;Technique de production de cryotempératures (très basses, inférieures à 120 K), utilisée pour purifier, stocker, transporter des gaz sous forme compacte.;;;115 Physique;;11450 CRYOGENIE
11452;THERMODYNAMIQUE;thermodynamique;DOM;114 PHYSIQUE;thermodynamique chimique;11454 PHYSIQUE;11450 CRYOGENIE$11461 THERMIQUE;22642 GENIE THERMIQUE;Branche de la physique qui étudie les propriétés des systèmes où interviennent les notions de température et de chaleur.;;;115 Physique;;11452 THERMODYNAMIQUE
11454;PHYSIQUE;physique;DOM;114 PHYSIQUE;;;11434 METHODE PHYSIQUE ANALYSE CHIMIQUE$11436 PHYSIQUE MATIERE$11452 THERMODYNAMIQUE$11466 ELECTROMAGNETISME$11472 MECANIQUE QUANTIQUE$11474 ASTRONOMIE$11475 PROPAGATION ONDE$11483 PHYSIQUE MISE A NIVEAU;11576 CHIMIE GENERALE$12089 BIOPHYSIQUE$12254 SCIENCES DE LA TERRE$24154 ENERGIE$24354 ELECTRONIQUE$31383 ANALYSE CONTRAINTES;Science qui étudie par l'expérimentation et l'élaboration de concepts les propriétés fondamentales de la matière et de l'espace temps.;Pour les formations de mise à niveau, employer PHYSIQUE MISE A NIVEAU 11483.;;115 Physique;53121 Cadre technique d'études scientifiques et de recherche fondamentale;11454 PHYSIQUE
11457;MAGNETISME;magnétisme;DOM;114 PHYSIQUE;aimantation;11466 ELECTROMAGNETISME;;;Ensemble des phénomènes et propriétés que présentent les matériaux aimantés.;;;115 Physique;;11457 MAGNETISME
11461;THERMIQUE;thermique;DOM;114 PHYSIQUE;combustion;11452 THERMODYNAMIQUE;11470 TRANSFERT THERMIQUE;;;;115 Physique;;11461 THERMIQUE
11466;ELECTROMAGNETISME;électromagnétisme;DOM;114 PHYSIQUE;;11454 PHYSIQUE;11457 MAGNETISME$11467 OPTIQUE$11477 COMPATIBILITE ELECTROMAGNETIQUE;24314 OPTOELECTRONIQUE;Partie de la physique qui traite des relations entre l'électricité et le magnétisme.;;;115 Physique;;11466 ELECTROMAGNETISME
11467;OPTIQUE;optique;DOM;114 PHYSIQUE;optique géométrique$optique physique;11466 ELECTROMAGNETISME;11469 RAYONNEMENT OPTIQUE$11479 LASER;23650 OPTIQUE INSTRUMENTALE$43486 OPTIQUE LUNETTERIE;Etude des lois de la lumière et de la vision ainsi que des rayonnements présentant des analogies avec les phénomènes lumineux (radiations infrarouges, ultraviolets, ultrasons, etc.).;Pour les formations à l'optique physiologique et l'optométrie, destinées aux opticiens, employer OPTIQUE LUNETTERIE 43486. Pour les formations à la fabrication d'instruments d'optique (loupes, verres correcteurs, etc.), employer OPTIQUE INSTRUMENTALE 23650.;;115 Physique;;11467 OPTIQUE
11469;RAYONNEMENT OPTIQUE;rayonnement optique;DOM;114 PHYSIQUE;infrarouge$rayon X$ultraviolet;11467 OPTIQUE;;;Rayonnement électromagnétique comprenant les rayonnements infrarouge, visible et ultraviolet.;Utilisé pour les formations générales aux rayonnements optiques. Lorsque le rayonnement est utilisé comme moyen d'analyse, employer SPECTROMETRIE 11405.;;115 Physique;;11469 RAYONNEMENT OPTIQUE
11470;TRANSFERT THERMIQUE;transfert thermique;DOM;114 PHYSIQUE;échangeur chaleur$transfert chaleur$transmission chaleur;11461 THERMIQUE;;;Etude des différents modes de transmission de la chaleur (rayonnement, conduction, convection).;;;115 Physique;;11470 TRANSFERT THERMIQUE
11472;MECANIQUE QUANTIQUE;mécanique quantique;DOM;114 PHYSIQUE;physique quantique$théorie quantique;11454 PHYSIQUE;11481 PHOTONIQUE;;Branche de la physique qui traite des propriétés des quantons.;;;115 Physique;;11472 MECANIQUE QUANTIQUE
11474;ASTRONOMIE;astronomie;DOM;114 PHYSIQUE;;11454 PHYSIQUE;11494 ASTROPHYSIQUE;;Science qui étudie les positions relatives, les mouvements, la structure et l'évolution des corps célestes.;;;117 Sciences de la terre;53121 Cadre technique d'études scientifiques et de recherche fondamentale;11474 ASTRONOMIE
11475;PROPAGATION ONDE;propagation onde;DOM;114 PHYSIQUE;mécanique ondulatoire$propagation radioélectrique$vibration onde;11454 PHYSIQUE;11486 ACOUSTIQUE;24386 RADAR;Déplacement progressif d'énergie dans un milieu sous la forme d'ondes électromagnétiques, acoustiques ou autres.;;;115 Physique;;11475 PROPAGATION ONDE
11477;COMPATIBILITE ELECTROMAGNETIQUE;compatibilité électromagnétique;DOM;114 PHYSIQUE;CEM$environnement électromagnétique$perturbation matériel électronique$perturbation matériel informatique;11466 ELECTROMAGNETISME;;24396 MATERIEL ELECTRONIQUE SECURITE$42883 PREVENTION RISQUE NATUREL;Ensemble des conditions permettant le fonctionnement harmonieux d'équipements électriques ou radio-électriques susceptibles d'être perturbés par leur environnement électromagnétique ou de le perturber.;Utilisé pour les formations à la compatibilité électromagnétique entre les équipements électroniques et leur environnement.;;115 Physique;;11477 COMPATIBILITE ELECTROMAGNETIQUE
11479;LASER;laser;DOM;114 PHYSIQUE;;11467 OPTIQUE;11489 SECURITE LASER;23009 SOUDAGE LASER$23079 COUPAGE LASER$24314 OPTOELECTRONIQUE;Phénomène physique au cours duquel se produit une amplification de lumière sous l'effet d'une émission stimulée de rayonnement. Multiples applications industrielles, médicales, militaires, etc.;Utilisé pour les formations générales.;;115 Physique;;11479 LASER
11481;PHOTONIQUE;photonique;DOM;114 PHYSIQUE;;11472 MECANIQUE QUANTIQUE;;;Relatif à un photon ou à un système de photons.;;;115 Physique;;11481 PHOTONIQUE
11483;PHYSIQUE MISE A NIVEAU;physique mise à niveau;DOM;114 PHYSIQUE;;11454 PHYSIQUE;;;;Utilisé pour les formations d'initiation, de mise à niveau ou d'actualisation des connaissances consacrées exclusivement à la physique. Pour les formations de mise à niveau abordant plusieurs domaines, employer MISE A NIVEAU 15041.;;115 Physique;;11483 PHYSIQUE MISE A NIVEAU
11486;ACOUSTIQUE;acoustique;DOM;114 PHYSIQUE;acoustique sous-marine;11475 PROPAGATION ONDE;11497 ACOUSTIQUE ARCHITECTURALE;22619 ISOLATION PHONIQUE$31315 EMISSION ACOUSTIQUE$46226 SONORISATION;Etude des phénomènes vibratoires sonores produits et propagés dans les différents milieux solides, liquides ou gazeux, et de l'effet de ces vibrations sur l'homme.;;;115 Physique;;11486 ACOUSTIQUE
11489;SECURITE LASER;sécurité laser;DOM;114 PHYSIQUE;risque laser;11479 LASER;;23009 SOUDAGE LASER$23079 COUPAGE LASER;;Utilisé pour les formations à la prévention des risques liés à l'utilisation du laser (employé dans les domaines médicaux ou industriels).;;115 Physique;;11489 SECURITE LASER
11494;ASTROPHYSIQUE;astrophysique;DOM;114 PHYSIQUE;;11474 ASTRONOMIE;;;Partie de l'astronomie qui étudie la nature physique, la formation et l'évolution des astres.;;;115 Physique;53121 Cadre technique d'études scientifiques et de recherche fondamentale;11494 ASTROPHYSIQUE
11497;ACOUSTIQUE ARCHITECTURALE;acoustique architecturale;DOM;114 PHYSIQUE;;11486 ACOUSTIQUE;;22223 ARCHITECTURE$22619 ISOLATION PHONIQUE;Etude théorique des techniques assurant une bonne propagation du son dans les constructions ainsi que leur isolation acoustique.;Ne pas confondre avec ISOLATION PHONIQUE 22619 qui s'attache à la mise en oeuvre de ces techniques.;;115 Physique;61223 Chargé d'études techniques du BTP;11497 ACOUSTIQUE ARCHITECTURALE
